h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal,defect
2,9,"[1, 1, 9]",10,9,9,True,True,9,,,,,,,,,True,0
2,9,"[1, 4, 9]",40,9,9,True,False,9,,,,,,,,,True,0
2,9,"[1, 2, 9]",20,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 1, 1, 9]",11,9,9,True,True,9,,,,,,,,,True,0
3,9,"[1, 118, 4, 9]",626,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 126, 3, 9]",531,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 113, 6, 9]",845,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 48, 4, 9]",276,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 121, 2, 9]",381,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 51, 2, 9]",171,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 8, 2, 9]",42,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 4, 3, 9]",43,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 6, 2, 9]",36,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 4, 2, 9]",30,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 3, 2, 9]",27,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 244, 1, 9]",497,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 111, 1, 9]",231,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 90, 1, 9]",189,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 85, 1, 9]",179,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 71, 1, 9]",151,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 34, 1, 9]",77,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 6, 1, 9]",21,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 4, 1, 9]",17,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 2, 1, 9]",13,9,9,True,False,9,,,,,,,,,False,0
3,9,"[1, 55, 39, 9]",2551,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 72, 14, 9]",1206,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 21, 141, 9]",4251,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 6, 262, 9]",3936,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 49, 97, 9]",5675,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 3, 145, 9]",1743,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 37, 46, 9]",2153,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 2, 10, 9]",112,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 2, 6, 9]",68,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 4, 5, 9]",69,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 3, 5, 9]",63,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 2, 3, 9]",35,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 2, 2, 9]",24,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 1, 23, 9]",231,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 1, 22, 9]",221,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 1, 7, 9]",71,9,9,True,False,9,,,,,,,,,True,0
3,9,"[1, 1, 2, 9]",21,9,9,True,False,9,,,,,,,,,True,0
