h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal,defect
3,6,"[3, 78, 100, 1]",8134,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 87, 56, 1]",5189,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 98, 42, 1]",4452,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 16, 137, 1]",2377,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 34, 125, 1]",4477,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 278, 4, 1]",1950,112,703,False,False,703,,,,,,,,,True,591
3,6,"[3, 36, 64, 1]",2476,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 296, 24, 1]",8016,672,703,False,False,703,,,,,,,,,True,31
3,6,"[3, 23, 104, 1]",2565,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 83, 29, 1]",2685,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 77, 33, 1]",2805,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 4, 296, 1]",1492,92,703,False,False,703,,,,,,,,,True,611
3,6,"[3, 36, 61, 1]",2365,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 38, 28, 1]",1206,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 18, 65, 1]",1289,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 7, 223, 1]",1805,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 23, 63, 1]",1581,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 14, 86, 1]",1332,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 24, 50, 1]",1322,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 49, 26, 1]",1447,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 5, 222, 1]",1347,220,703,False,False,703,,,,,,,,,True,483
3,6,"[3, 37, 35, 1]",1441,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 18, 46, 1]",928,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 12, 69, 1]",933,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 11, 67, 1]",837,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 5, 298, 1]",1803,220,703,False,False,703,,,,,,,,,True,483
3,6,"[3, 21, 34, 1]",811,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 297, 8, 1]",3275,224,703,False,False,703,,,,,,,,,True,479
3,6,"[3, 6, 240, 1]",1698,474,703,False,False,703,,,,,,,,,True,229
3,6,"[3, 13, 55, 1]",809,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 7, 168, 1]",1365,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 10, 109, 1]",1229,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 27, 28, 1]",865,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 8, 92, 1]",852,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 12, 65, 1]",881,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 15, 43, 1]",733,675,703,False,False,675,,,,,,,,,True,0
3,6,"[3, 300, 15, 1]",5415,420,703,False,False,703,,,,,,,,,True,283
3,6,"[3, 222, 25, 1]",6241,700,703,False,False,703,,,,,,,,,True,3
3,6,"[3, 18, 41, 1]",833,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 8, 84, 1]",780,688,703,False,False,688,,,,,,,,,True,0
3,6,"[3, 12, 62, 1]",842,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 7, 114, 1]",933,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 9, 78, 1]",807,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 287, 25, 1]",8061,700,703,False,False,703,,,,,,,,,True,3
3,6,"[3, 26, 30, 1]",888,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 48, 27, 1]",1467,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 10, 62, 1]",712,640,703,False,False,640,,,,,,,,,True,0
3,6,"[3, 20, 31, 1]",711,660,703,False,False,660,,,,,,,,,True,0
3,6,"[3, 17, 47, 1]",897,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 16, 50, 1]",898,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 7, 89, 1]",733,637,703,False,False,637,,,,,,,,,True,0
3,6,"[3, 6, 278, 1]",1964,474,703,False,False,703,,,,,,,,,True,229
3,6,"[3, 11, 58, 1]",729,660,703,False,False,660,,,,,,,,,True,0
3,6,"[3, 31, 26, 1]",925,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 298, 25, 1]",8369,700,703,False,False,703,,,,,,,,,True,3
3,6,"[3, 300, 17, 1]",6017,476,703,False,False,703,,,,,,,,,True,227
3,6,"[3, 14, 45, 1]",717,658,703,False,False,658,,,,,,,,,True,0
3,6,"[3, 299, 19, 1]",6597,532,703,False,False,703,,,,,,,,,True,171
3,6,"[3, 18, 35, 1]",719,666,703,False,False,666,,,,,,,,,True,0
3,6,"[3, 7, 93, 1]",765,665,703,False,False,665,,,,,,,,,True,0
3,6,"[3, 12, 55, 1]",751,684,703,False,False,684,,,,,,,,,True,0
3,6,"[3, 19, 40, 1]",857,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 12, 61, 1]",829,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 10, 73, 1]",833,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 6, 300, 1]",2118,474,703,False,False,703,,,,,,,,,True,229
3,6,"[3, 8, 87, 1]",807,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 17, 37, 1]",717,663,703,False,False,663,,,,,,,,,True,0
3,6,"[3, 24, 26, 1]",722,672,703,False,False,672,,,,,,,,,True,0
3,6,"[3, 7, 107, 1]",877,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 9, 71, 1]",737,657,703,False,False,657,,,,,,,,,True,0
3,6,"[3, 7, 98, 1]",805,700,703,False,False,700,,,,,,,,,True,0
3,6,"[3, 11, 60, 1]",753,682,703,False,False,682,,,,,,,,,True,0
3,6,"[3, 17, 39, 1]",753,697,703,False,False,697,,,,,,,,,True,0
3,6,"[3, 20, 38, 1]",858,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 9, 75, 1]",777,693,703,False,False,693,,,,,,,,,True,0
3,6,"[3, 19, 36, 1]",777,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 29, 26, 1]",867,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 10, 70, 1]",800,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 11, 65, 1]",813,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 14, 48, 1]",762,700,703,False,False,700,,,,,,,,,True,0
3,6,"[3, 300, 18, 1]",6318,504,703,False,False,703,,,,,,,,,True,199
3,6,"[3, 299, 25, 1]",8397,700,703,False,False,703,,,,,,,,,True,3
3,6,"[3, 17, 41, 1]",789,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 23, 27, 1]",717,667,703,False,False,667,,,,,,,,,True,0
3,6,"[3, 300, 21, 1]",7221,588,703,False,False,703,,,,,,,,,True,115
3,6,"[3, 12, 56, 1]",764,696,703,False,False,696,,,,,,,,,True,0
3,6,"[3, 24, 27, 1]",747,696,703,False,False,696,,,,,,,,,True,0
3,6,"[3, 20, 33, 1]",753,700,703,False,False,700,,,,,,,,,True,0
3,6,"[3, 15, 44, 1]",749,690,703,False,False,690,,,,,,,,,True,0
3,6,"[3, 21, 30, 1]",723,672,703,False,False,672,,,,,,,,,True,0
3,6,"[3, 10, 67, 1]",767,690,703,False,False,690,,,,,,,,,True,0
3,6,"[3, 11, 61, 1]",765,693,703,False,False,693,,,,,,,,,True,0
3,6,"[3, 22, 29, 1]",733,682,703,False,False,682,,,,,,,,,True,0
3,6,"[3, 18, 36, 1]",738,684,703,False,False,684,,,,,,,,,True,0
3,6,"[3, 25, 26, 1]",751,700,703,False,False,700,,,,,,,,,True,0
3,6,"[3, 300, 23, 1]",7823,644,703,False,False,703,,,,,,,,,True,59
3,6,"[3, 22, 31, 1]",779,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 18, 37, 1]",757,702,703,False,False,702,,,,,,,,,True,0
3,6,"[3, 9, 76, 1]",787,702,703,False,False,702,,,,,,,,,True,0
3,6,"[3, 27, 27, 1]",837,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 19, 34, 1]",737,684,703,False,False,684,,,,,,,,,True,0
3,6,"[3, 13, 51, 1]",753,689,703,False,False,689,,,,,,,,,True,0
3,6,"[3, 23, 28, 1]",741,690,703,False,False,690,,,,,,,,,True,0
3,6,"[3, 21, 31, 1]",745,693,703,False,False,693,,,,,,,,,True,0
3,6,"[3, 27, 26, 1]",809,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 300, 24, 1]",8124,672,703,False,False,703,,,,,,,,,True,31
3,6,"[3, 16, 41, 1]",745,688,703,False,False,688,,,,,,,,,True,0
3,6,"[3, 10, 68, 1]",778,700,703,False,False,700,,,,,,,,,True,0
3,6,"[3, 300, 25, 1]",8425,700,703,False,False,703,,,,,,,,,True,3
3,6,"[3, 8, 85, 1]",789,696,703,False,False,696,,,,,,,,,True,0
3,6,"[3, 13, 52, 1]",767,702,703,False,False,702,,,,,,,,,True,0
3,6,"[3, 7, 86, 1]",709,616,703,False,False,616,0.0,87.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.6734799999999268,maximal_subarchitecture_of_recorded_mfa,"[[3, 8, 86, 1]]",[1],True,0
3,6,"[3, 6, 99, 1]",711,474,703,False,False,606,132.0,229.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.2737207000000126,maximal_subarchitecture_of_recorded_mfa,"[[3, 7, 99, 1]]",[1],True,132
3,6,"[3, 8, 77, 1]",717,632,703,False,False,632,0.0,71.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.6939644000003682,maximal_subarchitecture_of_recorded_mfa,"[[3, 9, 77, 1]]",[1],True,0
3,6,"[3, 9, 69, 1]",717,639,703,False,False,639,0.0,64.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.9352564000000712,maximal_subarchitecture_of_recorded_mfa,"[[3, 10, 69, 1]]",[1],True,0
3,6,"[3, 11, 57, 1]",717,649,703,False,False,649,0.0,54.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.6085942999998224,maximal_subarchitecture_of_recorded_mfa,"[[3, 12, 57, 1]]",[1],True,0
3,6,"[3, 15, 42, 1]",717,660,703,False,False,660,0.0,43.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.335831600000347,maximal_subarchitecture_of_recorded_mfa,"[[3, 16, 42, 1]]",[1],True,0
3,6,"[3, 12, 53, 1]",725,660,703,False,False,660,0.0,43.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.4410484999998516,maximal_subarchitecture_of_recorded_mfa,"[[3, 13, 53, 1]]",[1],True,0
3,6,"[3, 13, 49, 1]",725,663,703,False,False,663,0.0,40.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.3687995000000228,maximal_subarchitecture_of_recorded_mfa,"[[3, 14, 49, 1]]",[1],True,0
3,6,"[3, 16, 40, 1]",728,672,703,False,False,672,0.0,31.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.548073000000386,maximal_subarchitecture_of_recorded_mfa,"[[3, 17, 40, 1]]",[1],True,0
3,6,"[3, 20, 32, 1]",732,680,703,False,False,680,0.0,23.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.486932100000104,maximal_subarchitecture_of_recorded_mfa,"[[3, 21, 32, 1]]",[1],True,0
3,6,"[3, 17, 38, 1]",735,680,703,False,False,680,0.0,23.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.7665170000000217,maximal_subarchitecture_of_recorded_mfa,"[[3, 18, 38, 1]]",[1],True,0
3,6,"[3, 26, 25, 1]",753,700,703,False,False,702,2.0,3.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.5682925999999495,maximal_subarchitecture_of_recorded_mfa,"[[3, 26, 26, 1]]",[2],True,2
