h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal,defect
2,9,"[2, 5, 1]",15,10,10,True,True,10,,,,,,,,,True,0
2,9,"[2, 94, 1]",282,10,10,True,False,10,,,,,,,,,True,0
2,9,"[2, 85, 1]",255,10,10,True,False,10,,,,,,,,,True,0
2,9,"[2, 77, 1]",231,10,10,True,False,10,,,,,,,,,True,0
2,9,"[2, 6, 1]",18,10,10,True,False,10,,,,,,,,,True,0
2,9,"[2, 4, 1]",12,8,10,False,False,8,,,,,,,,,True,0
3,9,"[2, 7, 11, 1]",102,82,82,True,True,82,,,,,,,,,True,0
3,9,"[2, 8, 10, 1]",106,82,82,True,True,82,,,,,,,,,True,0
3,9,"[2, 6, 13, 1]",103,82,82,True,True,82,,,,,,,,,True,0
3,9,"[2, 5, 16, 1]",106,82,82,True,True,82,,,,,,,,,True,0
3,9,"[2, 9, 9, 1]",108,82,82,True,True,82,,,,,,,,,True,0
3,9,"[2, 4, 20, 1]",108,82,82,True,True,82,,,,,,,,,True,0
3,9,"[2, 62, 123, 1]",7873,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 23, 185, 1]",4486,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 282, 91, 1]",26317,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 20, 253, 1]",5353,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 44, 115, 1]",5263,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 77, 55, 1]",4444,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 9, 200, 1]",2018,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 156, 27, 1]",4551,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 29, 55, 1]",1708,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 71, 42, 1]",3166,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 146, 34, 1]",5290,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 55, 36, 1]",2126,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 280, 16, 1]",5056,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 192, 16, 1]",3472,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 3, 172, 1]",694,57,82,False,False,82,,,,,,,,,True,25
3,9,"[2, 18, 150, 1]",2886,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 237, 4, 1]",1426,40,82,False,False,82,,,,,,,,,True,42
3,9,"[2, 130, 31, 1]",4321,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 10, 186, 1]",2066,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 15, 31, 1]",526,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 113, 20, 1]",2506,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 84, 7, 1]",763,70,82,False,False,82,,,,,,,,,True,12
3,9,"[2, 4, 252, 1]",1268,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 6, 248, 1]",1748,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 9, 32, 1]",338,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 43, 18, 1]",878,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 151, 12, 1]",2126,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 22, 20, 1]",504,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 270, 6, 1]",2166,60,82,False,False,82,,,,,,,,,True,22
3,9,"[2, 9, 14, 1]",158,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 73, 12, 1]",1034,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 155, 10, 1]",1870,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 8, 229, 1]",2077,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 136, 7, 1]",1231,70,82,False,False,82,,,,,,,,,True,12
3,9,"[2, 7, 224, 1]",1806,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 7, 25, 1]",214,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 4, 218, 1]",1098,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 295, 3, 1]",1478,30,82,False,False,82,,,,,,,,,True,52
3,9,"[2, 49, 11, 1]",648,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 201, 7, 1]",1816,70,82,False,False,82,,,,,,,,,True,12
3,9,"[2, 3, 285, 1]",1146,57,82,False,False,82,,,,,,,,,True,25
3,9,"[2, 110, 10, 1]",1330,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 3, 292, 1]",1174,57,82,False,False,82,,,,,,,,,True,25
3,9,"[2, 16, 10, 1]",202,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 282, 9, 1]",3111,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 5, 211, 1]",1276,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 45, 9, 1]",504,82,82,True,False,82,,,,,,,,,True,0
3,9,"[2, 276, 7, 1]",2491,70,82,False,False,82,,,,,,,,,True,12
3,9,"[2, 4, 201, 1]",1013,82,82,True,False,82,,,,,,,,,True,0
